name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,year,month,region
Alabama,AL,568.0,951.0,800.0,3.0,14694.0,1369.0,1198.0,60.0,2021-01-25,2021.0,1.0,South
Alabama,AL,568.0,907.0,774.0,3.0,14552.0,1294.0,1138.0,57.0,2021-01-18,2021.0,1.0,South
Alabama,AL,568.0,863.0,550.0,2.0,14447.0,1262.0,1026.0,54.0,2021-01-12,2021.0,1.0,South
Alabama,AL,568.0,863.0,550.0,2.0,14447.0,1262.0,1026.0,54.0,2021-01-05,2021.0,1.0,South
Alabama,AL,568.0,804.0,529.0,2.0,12671.0,1161.0,1003.0,54.0,2020-12-28,2020.0,12.0,South
Alabama,AL,568.0,795.0,518.0,2.0,11111.0,1094.0,979.0,54.0,2020-12-21,2020.0,12.0,South
Alabama,AL,568.0,769.0,502.0,2.0,10805.0,1068.0,944.0,48.0,2020-12-14,2020.0,12.0,South
Alabama,AL,568.0,729.0,479.0,2.0,10584.0,1033.0,782.0,43.0,2020-12-09,2020.0,12.0,South
Alabama,AL,568.0,667.0,439.0,2.0,7032.0,855.0,735.0,34.0,2020-11-30,2020.0,11.0,South
Alabama,AL,568.0,645.0,435.0,2.0,6984.0,834.0,724.0,34.0,2020-11-27,2020.0,11.0,South
Alabama,AL,568.0,582.0,413.0,2.0,6852.0,775.0,519.0,32.0,2020-11-16,2020.0,11.0,South
Alabama,AL,568.0,542.0,408.0,2.0,6783.0,751.0,496.0,32.0,2020-11-11,2020.0,11.0,South
Alabama,AL,568.0,490.0,405.0,2.0,6554.0,711.0,458.0,28.0,2020-11-02,2020.0,11.0,South
Alabama,AL,568.0,455.0,388.0,2.0,5339.0,532.0,416.0,27.0,2020-10-26,2020.0,10.0,South
Alabama,AL,568.0,439.0,384.0,2.0,3270.0,459.0,387.0,27.0,2020-10-19,2020.0,10.0,South
Alabama,AL,568.0,415.0,369.0,2.0,3155.0,441.0,382.0,26.0,2020-10-14,2020.0,10.0,South
Alabama,AL,568.0,411.0,364.0,2.0,2797.0,439.0,381.0,25.0,2020-10-05,2020.0,10.0,South
Alabama,AL,568.0,398.0,363.0,2.0,2079.0,415.0,377.0,23.0,2020-09-28,2020.0,9.0,South
Alabama,AL,568.0,385.0,341.0,2.0,2011.0,408.0,370.0,22.0,2020-09-21,2020.0,9.0,South
Alabama,AL,568.0,377.0,341.0,2.0,1954.0,403.0,334.0,21.0,2020-09-14,2020.0,9.0,South
Alabama,AL,568.0,373.0,340.0,2.0,1886.0,386.0,317.0,20.0,2020-09-07,2020.0,9.0,South
Alabama,AL,568.0,365.0,330.0,2.0,1726.0,353.0,304.0,20.0,2020-09-02,2020.0,9.0,South
Alabama,AL,568.0,353.0,276.0,2.0,1726.0,336.0,304.0,19.0,2020-08-25,2020.0,8.0,South
Alabama,AL,568.0,348.0,270.0,2.0,1393.0,323.0,188.0,18.0,2020-08-18,2020.0,8.0,South
Alabama,AL,568.0,337.0,200.0,2.0,1269.0,238.0,167.0,16.0,2020-08-11,2020.0,8.0,South
Alabama,AL,568.0,309.0,175.0,2.0,1040.0,215.0,141.0,16.0,2020-08-04,2020.0,8.0,South
Alabama,AL,568.0,291.0,166.0,2.0,736.0,199.0,114.0,15.0,2020-07-28,2020.0,7.0,South
Alabama,AL,568.0,269.0,151.0,2.0,664.0,165.0,41.0,14.0,2020-07-22,2020.0,7.0,South
Alabama,AL,568.0,220.0,131.0,2.0,664.0,138.0,29.0,12.0,2020-07-14,2020.0,7.0,South
Alabama,AL,568.0,184.0,100.0,2.0,490.0,97.0,28.0,10.0,2020-07-07,2020.0,7.0,South
Alabama,AL,568.0,166.0,84.0,1.0,329.0,68.0,18.0,7.0,2020-06-30,2020.0,6.0,South
Alabama,AL,568.0,149.0,53.0,0.0,289.0,54.0,14.0,4.0,2020-06-23,2020.0,6.0,South
Alabama,AL,568.0,131.0,33.0,0.0,265.0,43.0,14.0,4.0,2020-06-15,2020.0,6.0,South
Alabama,AL,568.0,102.0,27.0,0.0,220.0,27.0,8.0,2.0,2020-06-09,2020.0,6.0,South
Alabama,AL,568.0,68.0,17.0,0.0,176.0,19.0,8.0,1.0,2020-06-01,2020.0,6.0,South
Alabama,AL,568.0,55.0,10.0,0.0,152.0,11.0,8.0,1.0,2020-05-26,2020.0,5.0,South
Alabama,AL,568.0,36.0,10.0,0.0,138.0,9.0,8.0,1.0,2020-05-19,2020.0,5.0,South
Alabama,AL,568.0,25.0,10.0,0.0,125.0,9.0,8.0,1.0,2020-05-13,2020.0,5.0,South
Alabama,AL,568.0,17.0,10.0,0.0,102.0,8.0,8.0,1.0,2020-05-06,2020.0,5.0,South
Alabama,AL,568.0,13.0,10.0,0.0,78.0,4.0,8.0,1.0,2020-04-28,2020.0,4.0,South
Alabama,AL,568.0,8.0,10.0,0.0,63.0,4.0,8.0,1.0,2020-04-21,2020.0,4.0,South
Alabama,AL,568.0,6.0,10.0,0.0,50.0,0.0,8.0,0.0,2020-04-13,2020.0,4.0,South
Alabama,AL,568.0,6.0,10.0,0.0,30.0,0.0,8.0,0.0,2020-04-06,2020.0,4.0,South
Alabama,AL,568.0,2.0,10.0,0.0,17.0,0.0,8.0,0.0,2020-03-31,2020.0,3.0,South
Alabama,AL,568.0,1.0,10.0,0.0,17.0,0.0,8.0,0.0,2020-03-26,2020.0,3.0,South
Alaska,AK,,268.0,11.0,0.0,19858.0,2294.0,2.0,5.0,2021-01-25,2021.0,1.0,West
Alaska,AK,,256.0,11.0,0.0,19213.0,2269.0,2.0,5.0,2021-01-19,2021.0,1.0,West
Alaska,AK,,256.0,11.0,0.0,18507.0,2222.0,2.0,5.0,2021-01-12,2021.0,1.0,West
Alaska,AK,,232.0,11.0,0.0,17155.0,2153.0,2.0,5.0,2021-01-05,2021.0,1.0,West
Alaska,AK,,216.0,11.0,0.0,15996.0,1966.0,2.0,5.0,2020-12-28,2020.0,12.0,West
Alaska,AK,,198.0,11.0,0.0,15668.0,1905.0,2.0,3.0,2020-12-22,2020.0,12.0,West
Alaska,AK,,179.0,11.0,0.0,14870.0,1539.0,2.0,3.0,2020-12-16,2020.0,12.0,West
Alaska,AK,,147.0,11.0,0.0,13603.0,1217.0,2.0,3.0,2020-12-08,2020.0,12.0,West
Alaska,AK,,129.0,11.0,0.0,11931.0,851.0,2.0,2.0,2020-12-01,2020.0,12.0,West
Alaska,AK,,111.0,11.0,0.0,10724.0,644.0,2.0,1.0,2020-11-24,2020.0,11.0,West
Alaska,AK,,95.0,11.0,0.0,9664.0,521.0,2.0,0.0,2020-11-18,2020.0,11.0,West
Alaska,AK,,74.0,11.0,0.0,8674.0,357.0,2.0,0.0,2020-11-10,2020.0,11.0,West
Alaska,AK,,64.0,11.0,0.0,8121.0,240.0,2.0,0.0,2020-11-03,2020.0,11.0,West
Alaska,AK,,52.0,11.0,0.0,7523.0,186.0,2.0,0.0,2020-10-27,2020.0,10.0,West
Alaska,AK,,39.0,11.0,0.0,7006.0,159.0,2.0,0.0,2020-10-20,2020.0,10.0,West
Alaska,AK,,39.0,11.0,0.0,6369.0,83.0,2.0,0.0,2020-10-12,2020.0,10.0,West
Alaska,AK,,34.0,11.0,0.0,6133.0,82.0,2.0,0.0,2020-10-07,2020.0,10.0,West
Alaska,AK,,32.0,11.0,0.0,5741.0,65.0,2.0,0.0,2020-09-29,2020.0,9.0,West
Alaska,AK,,32.0,11.0,0.0,5499.0,63.0,2.0,0.0,2020-09-23,2020.0,9.0,West
Alaska,AK,,31.0,11.0,0.0,5136.0,57.0,2.0,0.0,2020-09-14,2020.0,9.0,West
Alaska,AK,,31.0,11.0,0.0,4704.0,51.0,2.0,0.0,2020-09-08,2020.0,9.0,West
Alaska,AK,,31.0,11.0,0.0,4578.0,49.0,2.0,0.0,2020-09-01,2020.0,9.0,West
Alaska,AK,,31.0,11.0,0.0,4082.0,39.0,2.0,0.0,2020-08-26,2020.0,8.0,West
Alaska,AK,,30.0,11.0,0.0,3729.0,31.0,2.0,0.0,2020-08-18,2020.0,8.0,West
Alaska,AK,,17.0,11.0,0.0,3365.0,26.0,2.0,0.0,2020-08-11,2020.0,8.0,West
Alaska,AK,,16.0,11.0,0.0,2918.0,23.0,2.0,0.0,2020-08-04,2020.0,8.0,West
Alaska,AK,,15.0,11.0,0.0,2345.0,17.0,2.0,0.0,2020-07-28,2020.0,7.0,West
Alaska,AK,,12.0,11.0,0.0,2168.0,16.0,2.0,0.0,2020-07-22,2020.0,7.0,West
Alaska,AK,,12.0,11.0,0.0,1593.0,2.0,2.0,0.0,2020-07-14,2020.0,7.0,West
Alaska,AK,,11.0,11.0,0.0,1233.0,2.0,2.0,0.0,2020-07-07,2020.0,7.0,West
Alaska,AK,,11.0,11.0,0.0,849.0,2.0,2.0,0.0,2020-07-01,2020.0,7.0,West
Alaska,AK,,11.0,11.0,0.0,722.0,2.0,2.0,0.0,2020-06-23,2020.0,6.0,West
Alaska,AK,,11.0,11.0,0.0,643.0,2.0,2.0,0.0,2020-06-16,2020.0,6.0,West
Alaska,AK,,11.0,11.0,0.0,572.0,2.0,2.0,0.0,2020-06-09,2020.0,6.0,West
Alaska,AK,,11.0,11.0,0.0,519.0,2.0,2.0,0.0,2020-06-03,2020.0,6.0,West
Alaska,AK,,11.0,11.0,0.0,500.0,2.0,2.0,0.0,2020-05-27,2020.0,5.0,West
Alaska,AK,,11.0,11.0,0.0,442.0,2.0,2.0,0.0,2020-05-21,2020.0,5.0,West
Alaska,AK,,10.0,11.0,0.0,256.0,1.0,2.0,0.0,2020-05-12,2020.0,5.0,West
Alaska,AK,,8.0,11.0,0.0,235.0,1.0,2.0,0.0,2020-05-06,2020.0,5.0,West
Alaska,AK,,8.0,11.0,0.0,211.0,1.0,2.0,0.0,2020-04-29,2020.0,4.0,West
Alaska,AK,,8.0,11.0,0.0,57.0,0.0,2.0,0.0,2020-04-22,2020.0,4.0,West
Alaska,AK,,7.0,11.0,0.0,32.0,0.0,2.0,0.0,2020-04-15,2020.0,4.0,West
Alaska,AK,,7.0,11.0,0.0,15.0,0.0,2.0,0.0,2020-04-08,2020.0,4.0,West
Alaska,AK,,0.0,11.0,0.0,10.0,0.0,2.0,0.0,2020-04-01,2020.0,4.0,West
Alaska,AK,,0.0,11.0,0.0,4.0,0.0,2.0,0.0,2020-03-26,2020.0,3.0,West
Arizona,AZ,,2429.0,1911.0,1.0,43447.0,9547.0,7563.0,47.0,2021-01-26,2021.0,1.0,West
Arizona,AZ,,2254.0,1775.0,1.0,43396.0,8778.0,7138.0,45.0,2021-01-19,2021.0,1.0,West
Arizona,AZ,,2137.0,1693.0,1.0,43136.0,8042.0,6591.0,44.0,2021-01-12,2021.0,1.0,West
Arizona,AZ,,1930.0,1539.0,1.0,43016.0,7608.0,5781.0,39.0,2021-01-05,2021.0,1.0,West
Arizona,AZ,,1769.0,1441.0,1.0,42749.0,6415.0,4723.0,34.0,2020-12-29,2020.0,12.0,West
Arizona,AZ,,1655.0,1351.0,1.0,42654.0,6249.0,4086.0,34.0,2020-12-22,2020.0,12.0,West
Arizona,AZ,,1485.0,1197.0,1.0,42401.0,5463.0,3177.0,33.0,2020-12-15,2020.0,12.0,West
Arizona,AZ,,1296.0,1008.0,1.0,42173.0,4293.0,2866.0,32.0,2020-12-08,2020.0,12.0,West
Arizona,AZ,,1111.0,899.0,1.0,42115.0,3176.0,2780.0,28.0,2020-12-01,2020.0,12.0,West
Arizona,AZ,,996.0,824.0,1.0,41870.0,2954.0,2627.0,28.0,2020-11-24,2020.0,11.0,West
Arizona,AZ,,903.0,807.0,1.0,41572.0,2815.0,2609.0,28.0,2020-11-17,2020.0,11.0,West
Arizona,AZ,,855.0,769.0,1.0,41380.0,2667.0,2609.0,28.0,2020-11-10,2020.0,11.0,West
Arizona,AZ,,792.0,731.0,1.0,41196.0,2648.0,2603.0,28.0,2020-11-03,2020.0,11.0,West
Arizona,AZ,,758.0,716.0,1.0,40937.0,2636.0,2593.0,28.0,2020-10-27,2020.0,10.0,West
Arizona,AZ,,729.0,712.0,1.0,40756.0,2621.0,2578.0,28.0,2020-10-20,2020.0,10.0,West
Arizona,AZ,,714.0,704.0,1.0,40460.0,2613.0,2559.0,28.0,2020-10-13,2020.0,10.0,West
Arizona,AZ,,710.0,697.0,1.0,40290.0,2599.0,2557.0,28.0,2020-10-06,2020.0,10.0,West
Arizona,AZ,,701.0,691.0,1.0,40036.0,2586.0,2525.0,28.0,2020-09-29,2020.0,9.0,West
Arizona,AZ,,697.0,686.0,1.0,39823.0,2565.0,2478.0,28.0,2020-09-22,2020.0,9.0,West
Arizona,AZ,,694.0,682.0,1.0,38916.0,2511.0,1805.0,27.0,2020-09-15,2020.0,9.0,West
Arizona,AZ,,689.0,676.0,1.0,38916.0,2425.0,1560.0,27.0,2020-09-08,2020.0,9.0,West
Arizona,AZ,,681.0,664.0,1.0,38367.0,2131.0,930.0,27.0,2020-09-01,2020.0,9.0,West
Arizona,AZ,,673.0,638.0,1.0,24156.0,1880.0,876.0,26.0,2020-08-25,2020.0,8.0,West
Arizona,AZ,,654.0,599.0,1.0,14871.0,1612.0,461.0,25.0,2020-08-18,2020.0,8.0,West
Arizona,AZ,,635.0,561.0,1.0,11290.0,1572.0,455.0,22.0,2020-08-11,2020.0,8.0,West
Arizona,AZ,,599.0,508.0,1.0,8411.0,1429.0,444.0,21.0,2020-08-04,2020.0,8.0,West
Arizona,AZ,,520.0,441.0,1.0,5227.0,824.0,397.0,16.0,2020-07-28,2020.0,7.0,West
Arizona,AZ,,439.0,370.0,1.0,4905.0,684.0,376.0,13.0,2020-07-21,2020.0,7.0,West
Arizona,AZ,,371.0,262.0,1.0,4496.0,569.0,255.0,13.0,2020-07-14,2020.0,7.0,West
Arizona,AZ,,303.0,182.0,1.0,4092.0,481.0,250.0,13.0,2020-07-07,2020.0,7.0,West
Arizona,AZ,,226.0,149.0,1.0,3432.0,421.0,218.0,9.0,2020-06-30,2020.0,6.0,West
Arizona,AZ,,166.0,114.0,1.0,3024.0,349.0,194.0,9.0,2020-06-23,2020.0,6.0,West
Arizona,AZ,,120.0,87.0,1.0,2764.0,265.0,130.0,8.0,2020-06-16,2020.0,6.0,West
Arizona,AZ,,111.0,78.0,1.0,2013.0,242.0,108.0,7.0,2020-06-09,2020.0,6.0,West
Arizona,AZ,,88.0,62.0,0.0,1393.0,193.0,77.0,7.0,2020-06-02,2020.0,6.0,West
Arizona,AZ,,75.0,59.0,0.0,1071.0,183.0,52.0,7.0,2020-05-27,2020.0,5.0,West
Arizona,AZ,,69.0,59.0,0.0,868.0,151.0,52.0,6.0,2020-05-20,2020.0,5.0,West
Arizona,AZ,,62.0,59.0,0.0,519.0,121.0,52.0,5.0,2020-05-13,2020.0,5.0,West
Arizona,AZ,,52.0,59.0,0.0,277.0,69.0,52.0,5.0,2020-05-06,2020.0,5.0,West
Arizona,AZ,,52.0,59.0,0.0,210.0,50.0,52.0,2.0,2020-04-29,2020.0,4.0,West
Arizona,AZ,,52.0,59.0,0.0,172.0,35.0,52.0,2.0,2020-04-22,2020.0,4.0,West
Arizona,AZ,,52.0,59.0,0.0,91.0,17.0,52.0,2.0,2020-04-15,2020.0,4.0,West
Arizona,AZ,,52.0,59.0,0.0,68.0,2.0,52.0,2.0,2020-04-09,2020.0,4.0,West
Arizona,AZ,,52.0,59.0,0.0,34.0,0.0,52.0,0.0,2020-04-01,2020.0,4.0,West
Arizona,AZ,,52.0,59.0,0.0,15.0,0.0,52.0,0.0,2020-03-26,2020.0,3.0,West
Arkansas,AR,5114.0,813.0,381.0,4.0,19960.0,10905.0,10791.0,52.0,2021-01-26,2021.0,1.0,South
Arkansas,AR,5114.0,813.0,381.0,4.0,19960.0,10877.0,10720.0,52.0,2021-01-19,2021.0,1.0,South
Arkansas,AR,5114.0,813.0,381.0,4.0,19960.0,10832.0,10696.0,51.0,2021-01-12,2021.0,1.0,South
Arkansas,AR,5114.0,813.0,381.0,4.0,19960.0,10741.0,10455.0,51.0,2021-01-05,2021.0,1.0,South
Arkansas,AR,5114.0,813.0,381.0,3.0,19960.0,10579.0,9969.0,50.0,2020-12-29,2020.0,12.0,South
Arkansas,AR,5114.0,813.0,381.0,2.0,19960.0,10203.0,9575.0,50.0,2020-12-22,2020.0,12.0,South
Arkansas,AR,5114.0,813.0,381.0,2.0,19960.0,9745.0,9291.0,50.0,2020-12-15,2020.0,12.0,South
Arkansas,AR,5114.0,813.0,381.0,2.0,19960.0,9386.0,9291.0,49.0,2020-12-08,2020.0,12.0,South
Arkansas,AR,5114.0,813.0,381.0,2.0,19960.0,9014.0,8606.0,49.0,2020-12-01,2020.0,12.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,19732.0,8786.0,8331.0,48.0,2020-11-24,2020.0,11.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,19512.0,8566.0,8003.0,48.0,2020-11-17,2020.0,11.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,19294.0,8343.0,7720.0,48.0,2020-11-10,2020.0,11.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,18771.0,7820.0,7325.0,48.0,2020-11-03,2020.0,11.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,18480.0,7529.0,6904.0,48.0,2020-10-27,2020.0,10.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,18035.0,7084.0,6560.0,47.0,2020-10-20,2020.0,10.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,17825.0,6874.0,6392.0,45.0,2020-10-13,2020.0,10.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,17583.0,6606.0,6093.0,45.0,2020-10-06,2020.0,10.0,South
Arkansas,AR,5114.0,780.0,381.0,2.0,17400.0,6422.0,5841.0,42.0,2020-09-29,2020.0,9.0,South
Arkansas,AR,5114.0,780.0,381.0,1.0,17124.0,6146.0,5767.0,39.0,2020-09-22,2020.0,9.0,South
Arkansas,AR,5114.0,780.0,381.0,1.0,16812.0,5834.0,5606.0,39.0,2020-09-15,2020.0,9.0,South
Arkansas,AR,5114.0,780.0,381.0,1.0,16727.0,5752.0,5271.0,39.0,2020-09-08,2020.0,9.0,South
Arkansas,AR,5114.0,399.0,381.0,1.0,16646.0,5570.0,5119.0,39.0,2020-09-01,2020.0,9.0,South
Arkansas,AR,5067.0,396.0,374.0,1.0,16143.0,5194.0,4675.0,38.0,2020-08-25,2020.0,8.0,South
Arkansas,AR,4179.0,370.0,341.0,1.0,13035.0,5038.0,4166.0,36.0,2020-08-18,2020.0,8.0,South
Arkansas,AR,3412.0,346.0,303.0,1.0,10684.0,4665.0,3883.0,34.0,2020-08-11,2020.0,8.0,South
Arkansas,AR,3102.0,342.0,221.0,1.0,9458.0,4182.0,3718.0,31.0,2020-08-04,2020.0,8.0,South
Arkansas,AR,2878.0,309.0,221.0,1.0,8763.0,3851.0,3007.0,27.0,2020-07-28,2020.0,7.0,South
Arkansas,AR,2378.0,259.0,214.0,1.0,8583.0,3789.0,2970.0,25.0,2020-07-21,2020.0,7.0,South
Arkansas,AR,2378.0,259.0,214.0,1.0,7777.0,3482.0,2311.0,16.0,2020-07-14,2020.0,7.0,South
Arkansas,AR,2305.0,242.0,184.0,1.0,7092.0,2981.0,2309.0,14.0,2020-07-07,2020.0,7.0,South
Arkansas,AR,2203.0,218.0,184.0,1.0,7037.0,2487.0,1886.0,13.0,2020-06-30,2020.0,6.0,South
Arkansas,AR,2125.0,188.0,141.0,1.0,6961.0,2301.0,1391.0,11.0,2020-06-23,2020.0,6.0,South
Arkansas,AR,956.0,172.0,116.0,1.0,4453.0,1801.0,1242.0,11.0,2020-06-16,2020.0,6.0,South
Arkansas,AR,894.0,135.0,116.0,1.0,4392.0,1336.0,1234.0,11.0,2020-06-09,2020.0,6.0,South
Arkansas,AR,808.0,135.0,101.0,1.0,2721.0,1253.0,1229.0,9.0,2020-06-02,2020.0,6.0,South
Arkansas,AR,808.0,135.0,101.0,1.0,2713.0,1251.0,910.0,8.0,2020-05-27,2020.0,5.0,South
Arkansas,AR,808.0,135.0,101.0,1.0,2696.0,1246.0,910.0,8.0,2020-05-19,2020.0,5.0,South
Arkansas,AR,808.0,135.0,101.0,0.0,2486.0,1066.0,910.0,7.0,2020-05-13,2020.0,5.0,South
Arkansas,AR,808.0,127.0,101.0,0.0,2486.0,944.0,910.0,5.0,2020-05-07,2020.0,5.0,South
Arkansas,AR,647.0,95.0,101.0,0.0,1855.0,923.0,910.0,0.0,2020-04-28,2020.0,4.0,South
Arkansas,AR,647.0,25.0,101.0,0.0,1124.0,731.0,910.0,0.0,2020-04-21,2020.0,4.0,South
Arkansas,AR,647.0,35.0,101.0,0.0,1124.0,61.0,910.0,0.0,2020-04-14,2020.0,4.0,South
Arkansas,AR,647.0,7.0,101.0,0.0,1124.0,0.0,910.0,0.0,2020-04-07,2020.0,4.0,South
Arkansas,AR,647.0,1.0,101.0,0.0,1.0,0.0,910.0,0.0,2020-04-01,2020.0,4.0,South
Arkansas,AR,0.0,0.0,101.0,0.0,0.0,0.0,910.0,0.0,2020-03-26,2020.0,3.0,South
California,CA,,15012.0,13676.0,22.0,116347.0,46595.0,43309.0,187.0,2021-01-26,2021.0,1.0,West
California,CA,,14560.0,12421.0,19.0,116167.0,45486.0,40696.0,175.0,2021-01-19,2021.0,1.0,West
California,CA,,13957.0,11311.0,13.0,115858.0,44079.0,38028.0,162.0,2021-01-12,2021.0,1.0,West
California,CA,,12993.0,8962.0,11.0,115726.0,41562.0,33784.0,139.0,2021-01-05,2021.0,1.0,West
California,CA,,11706.0,7732.0,11.0,115673.0,38398.0,29809.0,120.0,2020-12-29,2020.0,12.0,West
California,CA,,10531.0,7120.0,11.0,115514.0,34866.0,24114.0,112.0,2020-12-22,2020.0,12.0,West
California,CA,,8958.0,6146.0,10.0,114684.0,30745.0,20865.0,101.0,2020-12-15,2020.0,12.0,West
California,CA,,7498.0,5306.0,10.0,112802.0,24782.0,18844.0,93.0,2020-12-08,2020.0,12.0,West
California,CA,,6939.0,5117.0,10.0,112305.0,22508.0,18028.0,90.0,2020-12-04,2020.0,12.0,West
California,CA,,5903.0,4473.0,10.0,110344.0,19479.0,16181.0,85.0,2020-11-25,2020.0,11.0,West
California,CA,,4915.0,4208.0,10.0,107762.0,18083.0,15556.0,83.0,2020-11-20,2020.0,11.0,West
California,CA,,4915.0,4208.0,10.0,104053.0,16749.0,15183.0,82.0,2020-11-10,2020.0,11.0,West
California,CA,,4499.0,4032.0,10.0,101518.0,16057.0,14753.0,80.0,2020-11-03,2020.0,11.0,West
California,CA,,4317.0,3668.0,10.0,100145.0,15620.0,14615.0,76.0,2020-10-27,2020.0,10.0,West
California,CA,,4034.0,3322.0,10.0,98291.0,15306.0,14298.0,70.0,2020-10-20,2020.0,10.0,West
California,CA,,3896.0,2965.0,10.0,96486.0,15187.0,13726.0,69.0,2020-10-13,2020.0,10.0,West
California,CA,,3793.0,2850.0,10.0,94805.0,14870.0,12686.0,69.0,2020-10-06,2020.0,10.0,West
California,CA,,3644.0,2783.0,9.0,93407.0,14223.0,11712.0,67.0,2020-09-29,2020.0,9.0,West
California,CA,,3504.0,2644.0,9.0,92106.0,13710.0,10967.0,60.0,2020-09-22,2020.0,9.0,West
California,CA,,3366.0,2305.0,9.0,90417.0,12125.0,10075.0,60.0,2020-09-15,2020.0,9.0,West
California,CA,,3236.0,1779.0,9.0,88909.0,11388.0,9622.0,59.0,2020-09-08,2020.0,9.0,West
California,CA,,2829.0,1561.0,9.0,86283.0,10658.0,9095.0,58.0,2020-09-01,2020.0,9.0,West
California,CA,,2718.0,1472.0,9.0,83324.0,10163.0,8404.0,57.0,2020-08-25,2020.0,8.0,West
California,CA,,2385.0,1100.0,9.0,79595.0,9650.0,7868.0,55.0,2020-08-18,2020.0,8.0,West
California,CA,,2082.0,970.0,9.0,75817.0,8816.0,7313.0,53.0,2020-08-11,2020.0,8.0,West
California,CA,,1892.0,882.0,8.0,70864.0,8382.0,6753.0,50.0,2020-08-04,2020.0,8.0,West
California,CA,,1665.0,689.0,3.0,65843.0,7706.0,5790.0,47.0,2020-07-28,2020.0,7.0,West
California,CA,,1486.0,616.0,3.0,59808.0,7066.0,4940.0,40.0,2020-07-21,2020.0,7.0,West
California,CA,,1291.0,536.0,3.0,52389.0,6458.0,3897.0,35.0,2020-07-14,2020.0,7.0,West
California,CA,,1119.0,456.0,2.0,47477.0,5372.0,2904.0,29.0,2020-07-07,2020.0,7.0,West
California,CA,,847.0,370.0,2.0,40753.0,4939.0,2226.0,22.0,2020-06-30,2020.0,6.0,West
California,CA,,673.0,317.0,2.0,31725.0,3800.0,1880.0,19.0,2020-06-23,2020.0,6.0,West
California,CA,,564.0,269.0,2.0,25666.0,3225.0,1032.0,17.0,2020-06-16,2020.0,6.0,West
California,CA,,459.0,217.0,2.0,21441.0,3028.0,577.0,12.0,2020-06-09,2020.0,6.0,West
California,CA,,348.0,165.0,1.0,15964.0,2365.0,351.0,11.0,2020-06-02,2020.0,6.0,West
California,CA,,272.0,142.0,0.0,11831.0,1216.0,272.0,9.0,2020-05-27,2020.0,5.0,West
California,CA,,214.0,142.0,0.0,7407.0,915.0,272.0,6.0,2020-05-20,2020.0,5.0,West
California,CA,,187.0,142.0,0.0,2494.0,535.0,272.0,5.0,2020-05-13,2020.0,5.0,West
California,CA,,169.0,142.0,0.0,1551.0,398.0,272.0,1.0,2020-05-06,2020.0,5.0,West
California,CA,,137.0,142.0,0.0,1220.0,205.0,272.0,1.0,2020-04-29,2020.0,4.0,West
California,CA,,97.0,142.0,0.0,676.0,135.0,272.0,1.0,2020-04-22,2020.0,4.0,West
California,CA,,81.0,142.0,0.0,593.0,69.0,272.0,0.0,2020-04-15,2020.0,4.0,West
California,CA,,62.0,142.0,0.0,421.0,25.0,272.0,0.0,2020-04-08,2020.0,4.0,West
California,CA,,27.0,142.0,0.0,266.0,8.0,272.0,0.0,2020-04-01,2020.0,4.0,West
California,CA,,9.0,142.0,0.0,166.0,1.0,272.0,0.0,2020-03-26,2020.0,3.0,West
Colorado,CO,,1453.0,190.0,0.0,150662.0,8147.0,987.0,27.0,2021-01-26,2021.0,1.0,West
Colorado,CO,,1435.0,190.0,0.0,145871.0,8006.0,987.0,25.0,2021-01-20,2021.0,1.0,West
Colorado,CO,,1368.0,190.0,0.0,139888.0,7842.0,987.0,25.0,2021-01-12,2021.0,1.0,West
Colorado,CO,,1316.0,190.0,0.0,133447.0,7512.0,987.0,25.0,2021-01-05,2021.0,1.0,West
Colorado,CO,,1239.0,190.0,0.0,127291.0,7125.0,987.0,24.0,2020-12-29,2020.0,12.0,West
Colorado,CO,,1185.0,190.0,0.0,120370.0,6810.0,987.0,19.0,2020-12-22,2020.0,12.0,West
Colorado,CO,,1097.0,190.0,0.0,112599.0,6276.0,987.0,17.0,2020-12-15,2020.0,12.0,West
Colorado,CO,,1011.0,190.0,0.0,105821.0,5754.0,987.0,14.0,2020-12-08,2020.0,12.0,West
Colorado,CO,,817.0,190.0,0.0,95756.0,4548.0,987.0,11.0,2020-12-01,2020.0,12.0,West
Colorado,CO,,725.0,190.0,0.0,84678.0,3535.0,987.0,7.0,2020-11-24,2020.0,11.0,West
Colorado,CO,,570.0,190.0,0.0,77785.0,2933.0,987.0,6.0,2020-11-18,2020.0,11.0,West
Colorado,CO,,570.0,190.0,0.0,65192.0,1996.0,987.0,4.0,2020-11-10,2020.0,11.0,West
Colorado,CO,,366.0,190.0,0.0,58374.0,1718.0,987.0,4.0,2020-11-03,2020.0,11.0,West
Colorado,CO,,294.0,190.0,0.0,50385.0,1407.0,987.0,4.0,2020-10-27,2020.0,10.0,West
