name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,year,month,region
North Dakota,ND,671.0,4.0,4.0,0.0,1755.0,7.0,5.0,0.0,2020-06-30,2020.0,6.0,Midwest
North Dakota,ND,437.0,4.0,4.0,0.0,948.0,4.0,0.0,0.0,2020-05-26,2020.0,5.0,Midwest
North Dakota,ND,89.0,2.0,4.0,0.0,18.0,0.0,0.0,0.0,2020-04-27,2020.0,4.0,Midwest
North Dakota,ND,89.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,2020-03-26,2020.0,3.0,Midwest
Ohio,OH,,4377.0,4115.0,9.0,55030.0,9196.0,7037.0,132.0,2021-01-26,2021.0,1.0,Midwest
Ohio,OH,,3734.0,3094.0,8.0,50257.0,8750.0,6693.0,127.0,2020-12-29,2020.0,12.0,Midwest
Ohio,OH,,2243.0,1762.0,5.0,43222.0,7563.0,5708.0,113.0,2020-11-24,2020.0,11.0,Midwest
Ohio,OH,,1447.0,1304.0,5.0,37593.0,6834.0,5357.0,107.0,2020-10-27,2020.0,10.0,Midwest
Ohio,OH,,1194.0,1112.0,5.0,31294.0,6318.0,4988.0,100.0,2020-09-29,2020.0,9.0,Midwest
Ohio,OH,,1052.0,934.0,5.0,24411.0,5783.0,4502.0,89.0,2020-08-25,2020.0,8.0,Midwest
Ohio,OH,,940.0,798.0,5.0,19101.0,5195.0,4300.0,84.0,2020-07-28,2020.0,7.0,Midwest
Ohio,OH,,799.0,685.0,5.0,14595.0,5002.0,4246.0,82.0,2020-06-30,2020.0,6.0,Midwest
Ohio,OH,,660.0,491.0,4.0,9343.0,4694.0,4137.0,70.0,2020-05-27,2020.0,5.0,Midwest
Ohio,OH,,419.0,491.0,2.0,5676.0,3890.0,4137.0,28.0,2020-04-29,2020.0,4.0,Midwest
Ohio,OH,,53.0,491.0,0.0,17.0,0.0,4137.0,0.0,2020-03-26,2020.0,3.0,Midwest
Oklahoma,OK,9929.0,932.0,298.0,3.0,27407.0,6963.0,3654.0,45.0,2021-01-26,2021.0,1.0,South
Oklahoma,OK,7978.0,806.0,298.0,3.0,26229.0,6794.0,3654.0,43.0,2020-12-29,2020.0,12.0,South
Oklahoma,OK,4555.0,590.0,298.0,3.0,22461.0,5800.0,3654.0,33.0,2020-11-24,2020.0,11.0,South
Oklahoma,OK,2359.0,398.0,298.0,3.0,19145.0,4520.0,3654.0,24.0,2020-10-27,2020.0,10.0,South
Oklahoma,OK,1770.0,298.0,245.0,3.0,15620.0,3629.0,2839.0,10.0,2020-09-29,2020.0,9.0,South
Oklahoma,OK,1770.0,153.0,174.0,0.0,8923.0,679.0,210.0,0.0,2020-08-25,2020.0,8.0,South
Oklahoma,OK,1770.0,58.0,174.0,0.0,5994.0,117.0,12.0,0.0,2020-07-28,2020.0,7.0,South
Oklahoma,OK,1770.0,16.0,174.0,0.0,3002.0,7.0,2.0,0.0,2020-06-30,2020.0,6.0,South
Oklahoma,OK,1770.0,10.0,174.0,0.0,1535.0,2.0,1.0,0.0,2020-05-27,2020.0,5.0,South
Oklahoma,OK,1770.0,9.0,174.0,0.0,702.0,2.0,1.0,0.0,2020-04-28,2020.0,4.0,South
Oklahoma,OK,1770.0,0.0,174.0,0.0,8.0,0.0,1.0,0.0,2020-03-26,2020.0,3.0,South
Oregon,OR,,791.0,695.0,0.0,18443.0,3305.0,2885.0,40.0,2021-01-27,2021.0,1.0,West
Oregon,OR,,581.0,443.0,0.0,16277.0,2196.0,1616.0,21.0,2020-12-29,2020.0,12.0,West
Oregon,OR,,368.0,317.0,0.0,10327.0,1383.0,1260.0,17.0,2020-11-24,2020.0,11.0,West
Oregon,OR,,298.0,280.0,0.0,8472.0,1244.0,1120.0,16.0,2020-10-27,2020.0,10.0,West
Oregon,OR,,259.0,234.0,0.0,6327.0,974.0,871.0,9.0,2020-09-29,2020.0,9.0,West
Oregon,OR,,185.0,139.0,0.0,3598.0,636.0,514.0,3.0,2020-08-25,2020.0,8.0,West
Oregon,OR,,109.0,51.0,0.0,2298.0,412.0,317.0,1.0,2020-07-28,2020.0,7.0,West
Oregon,OR,,55.0,40.0,0.0,826.0,178.0,155.0,1.0,2020-06-29,2020.0,6.0,West
Oregon,OR,,43.0,9.0,0.0,583.0,154.0,47.0,1.0,2020-05-27,2020.0,5.0,West
Oregon,OR,,15.0,9.0,0.0,117.0,21.0,47.0,0.0,2020-04-29,2020.0,4.0,West
Oregon,OR,,0.0,9.0,0.0,1.0,0.0,47.0,0.0,2020-03-26,2020.0,3.0,West
Pennsylvania,PA,9574.0,4368.0,3702.0,6.0,63379.0,9520.0,8091.0,97.0,2021-01-26,2021.0,1.0,Northeast
Pennsylvania,PA,5938.0,2627.0,2536.0,3.0,60349.0,6787.0,4578.0,63.0,2020-12-29,2020.0,12.0,Northeast
Pennsylvania,PA,3838.0,1172.0,552.0,3.0,35661.0,2119.0,803.0,27.0,2020-11-24,2020.0,11.0,Northeast
Pennsylvania,PA,2670.0,553.0,330.0,2.0,19978.0,723.0,408.0,14.0,2020-10-27,2020.0,10.0,Northeast
Pennsylvania,PA,1846.0,354.0,249.0,2.0,15316.0,427.0,285.0,11.0,2020-09-29,2020.0,9.0,Northeast
Pennsylvania,PA,1442.0,289.0,198.0,1.0,11189.0,311.0,239.0,11.0,2020-08-25,2020.0,8.0,Northeast
Pennsylvania,PA,1129.0,216.0,183.0,1.0,7999.0,274.0,237.0,10.0,2020-07-28,2020.0,7.0,Northeast
Pennsylvania,PA,912.0,191.0,146.0,1.0,5468.0,249.0,221.0,10.0,2020-06-30,2020.0,6.0,Northeast
Pennsylvania,PA,650.0,174.0,108.0,1.0,2098.0,207.0,167.0,6.0,2020-05-27,2020.0,5.0,Northeast
Pennsylvania,PA,336.0,90.0,108.0,0.0,143.0,45.0,167.0,3.0,2020-04-29,2020.0,4.0,Northeast
Pennsylvania,PA,51.0,8.0,108.0,0.0,29.0,0.0,167.0,0.0,2020-03-26,2020.0,3.0,Northeast
Rhode Island,RI,1194.0,375.0,367.0,1.0,1679.0,1104.0,1065.0,2.0,2021-01-27,2021.0,1.0,Northeast
Rhode Island,RI,1194.0,311.0,284.0,1.0,1679.0,984.0,864.0,2.0,2020-12-31,2020.0,12.0,Northeast
Rhode Island,RI,1194.0,145.0,273.0,0.0,1679.0,279.0,860.0,0.0,2020-11-17,2020.0,11.0,Northeast
Rhode Island,RI,1194.0,104.0,273.0,0.0,1679.0,52.0,860.0,0.0,2020-10-27,2020.0,10.0,Northeast
Rhode Island,RI,1194.0,79.0,273.0,0.0,1679.0,36.0,860.0,0.0,2020-09-29,2020.0,9.0,Northeast
Rhode Island,RI,1194.0,78.0,273.0,0.0,1679.0,33.0,860.0,0.0,2020-08-25,2020.0,8.0,Northeast
Rhode Island,RI,1194.0,48.0,273.0,0.0,1679.0,22.0,20.0,0.0,2020-07-28,2020.0,7.0,Northeast
Rhode Island,RI,1194.0,21.0,17.0,0.0,1679.0,18.0,12.0,0.0,2020-06-29,2020.0,6.0,Northeast
Rhode Island,RI,935.0,16.0,17.0,0.0,720.0,11.0,12.0,0.0,2020-05-28,2020.0,5.0,Northeast
Rhode Island,RI,77.0,10.0,17.0,0.0,108.0,3.0,12.0,0.0,2020-04-30,2020.0,4.0,Northeast
Rhode Island,RI,77.0,0.0,17.0,0.0,3.0,0.0,12.0,0.0,2020-03-26,2020.0,3.0,Northeast
South Carolina,SC,425.0,916.0,771.0,2.0,9059.0,2941.0,2648.0,37.0,2021-01-26,2021.0,1.0,South
South Carolina,SC,425.0,700.0,589.0,2.0,8577.0,2489.0,2332.0,34.0,2020-12-29,2020.0,12.0,South
South Carolina,SC,425.0,564.0,524.0,2.0,8350.0,2410.0,2215.0,31.0,2020-11-24,2020.0,11.0,South
South Carolina,SC,425.0,517.0,485.0,2.0,7985.0,2334.0,1950.0,31.0,2020-10-27,2020.0,10.0,South
South Carolina,SC,425.0,479.0,416.0,2.0,6692.0,2148.0,1483.0,31.0,2020-09-29,2020.0,9.0,South
South Carolina,SC,425.0,402.0,304.0,1.0,4376.0,1462.0,607.0,13.0,2020-08-25,2020.0,8.0,South
South Carolina,SC,425.0,263.0,158.0,1.0,2376.0,786.0,214.0,9.0,2020-07-29,2020.0,7.0,South
South Carolina,SC,425.0,122.0,78.0,1.0,794.0,255.0,101.0,2.0,2020-06-30,2020.0,6.0,South
South Carolina,SC,425.0,71.0,47.0,1.0,331.0,79.0,42.0,2.0,2020-05-28,2020.0,5.0,South
South Carolina,SC,425.0,45.0,47.0,1.0,152.0,15.0,42.0,0.0,2020-04-28,2020.0,4.0,South
South Carolina,SC,425.0,0.0,47.0,0.0,152.0,0.0,42.0,0.0,2020-03-26,2020.0,3.0,South
South Dakota,SD,403.0,184.0,183.0,0.0,6880.0,2337.0,2329.0,7.0,2021-01-26,2021.0,1.0,Midwest
South Dakota,SD,389.0,176.0,174.0,0.0,6413.0,2329.0,2321.0,5.0,2020-12-29,2020.0,12.0,Midwest
South Dakota,SD,353.0,159.0,146.0,0.0,4576.0,2104.0,2038.0,3.0,2020-11-24,2020.0,11.0,Midwest
South Dakota,SD,255.0,94.0,44.0,0.0,2784.0,1588.0,402.0,0.0,2020-10-27,2020.0,10.0,Midwest
South Dakota,SD,146.0,30.0,22.0,0.0,604.0,192.0,116.0,0.0,2020-09-29,2020.0,9.0,Midwest
South Dakota,SD,89.0,9.0,8.0,0.0,208.0,5.0,5.0,0.0,2020-08-25,2020.0,8.0,Midwest
South Dakota,SD,67.0,6.0,5.0,0.0,133.0,5.0,4.0,0.0,2020-07-28,2020.0,7.0,Midwest
South Dakota,SD,63.0,5.0,5.0,0.0,123.0,4.0,4.0,0.0,2020-06-30,2020.0,6.0,Midwest
South Dakota,SD,54.0,3.0,3.0,0.0,90.0,3.0,2.0,0.0,2020-05-27,2020.0,5.0,Midwest
South Dakota,SD,36.0,2.0,3.0,0.0,74.0,2.0,2.0,0.0,2020-04-29,2020.0,4.0,Midwest
South Dakota,SD,36.0,2.0,3.0,0.0,74.0,1.0,2.0,0.0,2020-03-26,2020.0,3.0,Midwest
Tennessee,TN,9129.0,1437.0,1263.0,4.0,36770.0,6469.0,6358.0,39.0,2021-01-26,2021.0,1.0,South
Tennessee,TN,8754.0,1148.0,916.0,3.0,35371.0,6211.0,6069.0,32.0,2020-12-29,2020.0,12.0,South
Tennessee,TN,8141.0,795.0,681.0,2.0,34690.0,5941.0,5715.0,27.0,2020-11-17,2020.0,11.0,South
Tennessee,TN,7453.0,540.0,442.0,2.0,33215.0,5686.0,5588.0,27.0,2020-10-27,2020.0,10.0,South
Tennessee,TN,5903.0,507.0,410.0,2.0,29716.0,5329.0,5254.0,20.0,2020-09-30,2020.0,9.0,South
Tennessee,TN,5231.0,274.0,163.0,1.0,24618.0,3367.0,3259.0,9.0,2020-08-25,2020.0,8.0,South
Tennessee,TN,5014.0,158.0,112.0,0.0,23477.0,3213.0,3185.0,5.0,2020-07-28,2020.0,7.0,South
Tennessee,TN,4905.0,99.0,93.0,0.0,23143.0,3173.0,3166.0,4.0,2020-06-30,2020.0,6.0,South
Tennessee,TN,4526.0,79.0,47.0,0.0,20816.0,2661.0,2593.0,4.0,2020-05-27,2020.0,5.0,South
Tennessee,TN,4526.0,55.0,47.0,0.0,3834.0,759.0,2593.0,0.0,2020-04-29,2020.0,4.0,South
Tennessee,TN,0.0,0.0,47.0,0.0,0.0,0.0,2593.0,0.0,2020-03-26,2020.0,3.0,South
Texas,TX,141791.0,10323.0,8970.0,37.0,356629.0,32622.0,28476.0,181.0,2021-01-26,2021.0,1.0,South
Texas,TX,116345.0,8463.0,7003.0,30.0,291661.0,28421.0,25560.0,177.0,2020-12-29,2020.0,12.0,South
Texas,TX,90545.0,6591.0,5487.0,23.0,244243.0,26373.0,22491.0,167.0,2020-11-24,2020.0,11.0,South
Texas,TX,76599.0,5438.0,4753.0,21.0,217018.0,23362.0,21133.0,163.0,2020-10-27,2020.0,10.0,South
Texas,TX,69992.0,4804.0,3850.0,20.0,206751.0,22746.0,20598.0,157.0,2020-09-29,2020.0,9.0,South
Texas,TX,61525.0,4265.0,3159.0,20.0,188613.0,19599.0,17649.0,132.0,2020-08-25,2020.0,8.0,South
Texas,TX,50607.0,3213.0,1860.0,14.0,161371.0,15241.0,10686.0,101.0,2020-07-28,2020.0,7.0,South
Texas,TX,35407.0,1455.0,928.0,8.0,117639.0,8240.0,6790.0,79.0,2020-06-29,2020.0,6.0,South
Texas,TX,17123.0,878.0,470.0,7.0,51536.0,4440.0,1349.0,36.0,2020-05-27,2020.0,5.0,South
Texas,TX,1795.0,381.0,470.0,5.0,1697.0,1050.0,1349.0,12.0,2020-04-29,2020.0,4.0,South
Texas,TX,405.0,2.0,470.0,0.0,25.0,1.0,1349.0,0.0,2020-03-26,2020.0,3.0,South
Utah,UT,,364.0,311.0,0.0,20683.0,3122.0,2387.0,15.0,2021-01-26,2021.0,1.0,West
Utah,UT,,286.0,223.0,0.0,17222.0,2867.0,1634.0,12.0,2020-12-29,2020.0,12.0,West
Utah,UT,,168.0,120.0,0.0,9993.0,1461.0,716.0,9.0,2020-11-30,2020.0,11.0,West
Utah,UT,,76.0,61.0,0.0,2698.0,347.0,111.0,0.0,2020-10-27,2020.0,10.0,West
Utah,UT,,42.0,28.0,0.0,1931.0,120.0,49.0,0.0,2020-09-29,2020.0,9.0,West
Utah,UT,,4.0,4.0,0.0,1220.0,46.0,45.0,0.0,2020-08-24,2020.0,8.0,West
Utah,UT,,4.0,4.0,0.0,796.0,41.0,15.0,0.0,2020-07-29,2020.0,7.0,West
Utah,UT,,4.0,4.0,0.0,544.0,28.0,12.0,0.0,2020-06-30,2020.0,6.0,West
Utah,UT,,4.0,4.0,0.0,182.0,10.0,10.0,0.0,2020-05-27,2020.0,5.0,West
Utah,UT,,2.0,4.0,0.0,95.0,10.0,10.0,0.0,2020-04-29,2020.0,4.0,West
Utah,UT,,2.0,4.0,0.0,79.0,0.0,10.0,0.0,2020-03-26,2020.0,3.0,West
Vermont,VT,2022.0,50.0,39.0,0.0,12722.0,244.0,242.0,0.0,2021-01-26,2021.0,1.0,Northeast
Vermont,VT,2022.0,32.0,30.0,0.0,10991.0,242.0,240.0,0.0,2020-12-29,2020.0,12.0,Northeast
Vermont,VT,2022.0,25.0,24.0,0.0,8543.0,241.0,238.0,0.0,2020-11-24,2020.0,11.0,Northeast
Vermont,VT,2022.0,23.0,23.0,0.0,7418.0,240.0,238.0,0.0,2020-10-27,2020.0,10.0,Northeast
Vermont,VT,2022.0,22.0,22.0,0.0,6205.0,240.0,238.0,0.0,2020-09-29,2020.0,9.0,Northeast
Vermont,VT,1755.0,22.0,21.0,0.0,4659.0,240.0,206.0,0.0,2020-08-25,2020.0,8.0,Northeast
Vermont,VT,1309.0,20.0,19.0,0.0,2919.0,48.0,46.0,0.0,2020-07-28,2020.0,7.0,Northeast
Vermont,VT,1309.0,20.0,19.0,0.0,2156.0,47.0,45.0,0.0,2020-06-30,2020.0,6.0,Northeast
Vermont,VT,798.0,20.0,18.0,0.0,660.0,45.0,43.0,0.0,2020-05-27,2020.0,5.0,Northeast
Vermont,VT,154.0,18.0,18.0,0.0,378.0,38.0,43.0,0.0,2020-04-29,2020.0,4.0,Northeast
Vermont,VT,154.0,2.0,18.0,0.0,2.0,0.0,43.0,0.0,2020-03-26,2020.0,3.0,Northeast
Virginia,VA,16092.0,2188.0,1874.0,3.0,81392.0,8302.0,7482.0,53.0,2021-01-26,2021.0,1.0,South
Virginia,VA,16092.0,1741.0,1370.0,2.0,73256.0,7080.0,5860.0,45.0,2020-12-29,2020.0,12.0,South
Virginia,VA,16092.0,1020.0,906.0,1.0,54030.0,4590.0,4100.0,34.0,2020-11-24,2020.0,11.0,South
Virginia,VA,16092.0,867.0,796.0,1.0,45214.0,3919.0,3662.0,33.0,2020-10-28,2020.0,10.0,South
Virginia,VA,16092.0,774.0,706.0,1.0,39260.0,3639.0,3276.0,31.0,2020-09-29,2020.0,9.0,South
Virginia,VA,9245.0,646.0,583.0,0.0,35361.0,2621.0,2490.0,13.0,2020-08-25,2020.0,8.0,South
Virginia,VA,7525.0,478.0,346.0,0.0,28590.0,1876.0,1484.0,13.0,2020-07-29,2020.0,7.0,South
Virginia,VA,7525.0,343.0,272.0,0.0,22929.0,1512.0,1389.0,11.0,2020-06-30,2020.0,6.0,South
Virginia,VA,7525.0,115.0,187.0,0.0,12000.0,1149.0,613.0,6.0,2020-05-27,2020.0,5.0,South
Virginia,VA,7525.0,65.0,187.0,0.0,5605.0,479.0,613.0,3.0,2020-04-29,2020.0,4.0,South
Virginia,VA,7525.0,0.0,187.0,0.0,2.0,0.0,613.0,0.0,2020-03-26,2020.0,3.0,South
Washington,WA,,1048.0,,2.0,11276.0,5825.0,4982.0,10.0,2021-01-26,2021.0,1.0,West
Washington,WA,,790.0,,1.0,9936.0,4330.0,1945.0,5.0,2020-12-29,2020.0,12.0,West
Washington,WA,,324.0,,1.0,6337.0,731.0,513.0,3.0,2020-11-24,2020.0,11.0,West
Washington,WA,,196.0,,1.0,6110.0,516.0,493.0,2.0,2020-10-27,2020.0,10.0,West
Washington,WA,,176.0,,1.0,5344.0,472.0,453.0,2.0,2020-09-29,2020.0,9.0,West
Washington,WA,,151.0,,1.0,4794.0,431.0,368.0,2.0,2020-08-25,2020.0,8.0,West
Washington,WA,,123.0,,1.0,3375.0,315.0,200.0,2.0,2020-07-28,2020.0,7.0,West
Washington,WA,,93.0,,1.0,2554.0,204.0,200.0,2.0,2020-06-30,2020.0,6.0,West
Washington,WA,,43.0,,1.0,456.0,41.0,200.0,0.0,2020-05-27,2020.0,5.0,West
Washington,WA,,32.0,,0.0,323.0,18.0,200.0,0.0,2020-04-29,2020.0,4.0,West
Washington,WA,,4.0,,0.0,71.0,0.0,200.0,0.0,2020-03-26,2020.0,3.0,West
West Virginia,WV,8369.0,429.0,410.0,1.0,9466.0,1545.0,1384.0,4.0,2021-01-26,2021.0,1.0,South
West Virginia,WV,7057.0,351.0,327.0,0.0,8824.0,1205.0,947.0,4.0,2020-12-29,2020.0,12.0,South
West Virginia,WV,5759.0,237.0,208.0,0.0,7825.0,650.0,594.0,2.0,2020-11-24,2020.0,11.0,South
West Virginia,WV,7090.0,163.0,159.0,0.0,6824.0,337.0,320.0,2.0,2020-10-27,2020.0,10.0,South
West Virginia,WV,5849.0,134.0,118.0,0.0,6640.0,325.0,314.0,1.0,2020-09-29,2020.0,9.0,South
West Virginia,WV,4830.0,63.0,52.0,0.0,5416.0,130.0,127.0,0.0,2020-08-25,2020.0,8.0,South
West Virginia,WV,4391.0,26.0,25.0,0.0,5172.0,126.0,126.0,0.0,2020-07-28,2020.0,7.0,South
West Virginia,WV,4235.0,16.0,14.0,0.0,5115.0,126.0,125.0,0.0,2020-06-30,2020.0,6.0,South
West Virginia,WV,245.0,9.0,1.0,0.0,1117.0,102.0,0.0,0.0,2020-05-27,2020.0,5.0,South
West Virginia,WV,203.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,2020-04-29,2020.0,4.0,South
West Virginia,WV,203.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,2020-03-26,2020.0,3.0,South
Wisconsin,WI,,2415.0,2349.0,0.0,85970.0,10745.0,10406.0,25.0,2021-01-26,2021.0,1.0,Midwest
Wisconsin,WI,,2189.0,2097.0,0.0,79306.0,10246.0,9533.0,23.0,2020-12-29,2020.0,12.0,Midwest
Wisconsin,WI,,1741.0,1466.0,0.0,71246.0,8226.0,6234.0,11.0,2020-11-24,2020.0,11.0,Midwest
Wisconsin,WI,,886.0,688.0,0.0,52156.0,3845.0,2438.0,3.0,2020-10-27,2020.0,10.0,Midwest
Wisconsin,WI,,393.0,289.0,0.0,41233.0,1573.0,1004.0,0.0,2020-09-29,2020.0,9.0,Midwest
Wisconsin,WI,,190.0,145.0,0.0,28763.0,624.0,342.0,0.0,2020-08-25,2020.0,8.0,Midwest
Wisconsin,WI,,115.0,94.0,0.0,25251.0,299.0,293.0,0.0,2020-07-28,2020.0,7.0,Midwest
Wisconsin,WI,,69.0,65.0,0.0,14476.0,278.0,262.0,0.0,2020-06-30,2020.0,6.0,Midwest
Wisconsin,WI,,39.0,25.0,0.0,1467.0,65.0,31.0,0.0,2020-05-27,2020.0,5.0,Midwest
Wisconsin,WI,,18.0,25.0,0.0,137.0,18.0,31.0,0.0,2020-04-29,2020.0,4.0,Midwest
Wisconsin,WI,,5.0,25.0,0.0,91.0,0.0,31.0,0.0,2020-03-26,2020.0,3.0,Midwest
Wyoming,WY,1030.0,235.0,229.0,0.0,18521.0,583.0,566.0,1.0,2021-01-19,2021.0,1.0,West
Wyoming,WY,1030.0,225.0,213.0,0.0,16357.0,560.0,455.0,1.0,2020-12-29,2020.0,12.0,West
Wyoming,WY,1030.0,185.0,154.0,0.0,12332.0,436.0,403.0,0.0,2020-11-30,2020.0,11.0,West
Wyoming,WY,1030.0,69.0,47.0,0.0,10195.0,125.0,108.0,0.0,2020-10-29,2020.0,10.0,West
Wyoming,WY,1030.0,39.0,34.0,0.0,10195.0,107.0,107.0,0.0,2020-09-25,2020.0,9.0,West
Wyoming,WY,1030.0,29.0,27.0,0.0,1968.0,101.0,90.0,0.0,2020-08-27,2020.0,8.0,West
Wyoming,WY,380.0,8.0,1.0,0.0,866.0,12.0,0.0,0.0,2020-07-22,2020.0,7.0,West
Wyoming,WY,20.0,1.0,1.0,0.0,61.0,0.0,0.0,0.0,2020-06-26,2020.0,6.0,West
Wyoming,WY,16.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,2020-05-29,2020.0,5.0,West
Wyoming,WY,10.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,2020-04-29,2020.0,4.0,West
Wyoming,WY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-26,2020.0,3.0,West
